Frame count,Player 1 Keypoints,Player 2 Keypoints,Ball Position,Shot Type,Player 1 RL World Position,Player 2 RL World Position,Ball RL World Position,Who Hit the Ball
57,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.47642356157302856, 0.570395827293396], [0.49022358655929565, 0.570496141910553], [0.4629552960395813, 0.6096994280815125], [0.49869316816329956, 0.6103063821792603], [0.4526699483394623, 0.6597890853881836], [0.5138900876045227, 0.6611074805259705], [0.45528334379196167, 0.6867669820785522], [0.5164697766304016, 0.6875625848770142], [0.4725767970085144, 0.7114832401275635], [0.4977598190307617, 0.7128918766975403], [0.46656936407089233, 0.789135217666626], [0.5049036145210266, 0.7895859479904175], [0.46163707971572876, 0.8631488084793091], [0.50694739818573, 0.8654251098632812]]","[[0.7223682999610901, 0.7740588784217834], [0.7264633178710938, 0.7674002051353455], [0.7199810147285461, 0.7643752098083496], [0.0, 0.0], [0.7111845016479492, 0.7608656287193298], [0.711134672164917, 0.7965461015701294], [0.6989765763282776, 0.7868883013725281], [0.7181416749954224, 0.8451818823814392], [0.7013930678367615, 0.8296191096305847], [0.7330438494682312, 0.8753654360771179], [0.7081941366195679, 0.8538212180137634], [0.6826633214950562, 0.8777837753295898], [0.6717994809150696, 0.8751291632652283], [0.7176415324211121, 0.8898842930793762], [0.6957889795303345, 0.8894964456558228], [0.7160972952842712, 0.9399641156196594], [0.6819565296173096, 0.9377480149269104]]","[554, 313]",wide_crosscourt drive,"[3.231, 4.675, 0.637]","[3.56, 4.581, 0.624]","[5.136, 2.494, 0.34]",2 hit the ball
58,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.49998825788497925, 0.5594679117202759], [0.4704919755458832, 0.5988219380378723], [0.5074193477630615, 0.5990686416625977], [0.45895785093307495, 0.6510258316993713], [0.518221914768219, 0.6514344811439514], [0.46455222368240356, 0.6731818914413452], [0.5213808417320251, 0.6722215414047241], [0.48062753677368164, 0.7032690048217773], [0.5057686567306519, 0.7043821811676025], [0.47937148809432983, 0.7772828936576843], [0.510369062423706, 0.7777223587036133], [0.47606557607650757, 0.8556207418441772], [0.5089132189750671, 0.8580453395843506]]","[[0.7347539663314819, 0.7864570617675781], [0.0, 0.0], [0.7320243120193481, 0.7778695225715637], [0.0, 0.0], [0.7242966890335083, 0.7745218873023987], [0.7223718762397766, 0.8059828877449036], [0.7125324010848999, 0.8016566634178162], [0.7287313938140869, 0.8556867837905884], [0.7140873670578003, 0.8488128781318665], [0.7595725655555725, 0.8911279439926147], [0.7343887686729431, 0.8702019453048706], [0.6751717329025269, 0.8610161542892456], [0.6735525727272034, 0.8573946356773376], [0.6675862073898315, 0.9003759026527405], [0.6916325688362122, 0.9062148928642273], [0.6208257675170898, 0.9132782816886902], [0.6709297299385071, 0.9327494502067566]]","[551, 320]",wide_crosscourt drive,"[3.235, 4.675, 0.637]","[3.894, 4.332, 0.591]","[5.019, 2.706, 0.369]",2 hit the ball
59,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.4999597668647766, 0.5595925450325012], [0.4704865515232086, 0.5990538001060486], [0.5075148940086365, 0.5991030931472778], [0.459188848733902, 0.6512574553489685], [0.5182163715362549, 0.651319146156311], [0.46485358476638794, 0.671147882938385], [0.5211130380630493, 0.6698660850524902], [0.48057645559310913, 0.7037512063980103], [0.5060083866119385, 0.7047191858291626], [0.4781476855278015, 0.7792324423789978], [0.5107941031455994, 0.7795237898826599], [0.4744463860988617, 0.8561559319496155], [0.509958803653717, 0.8583492636680603]]","[[0.7323818206787109, 0.7851913571357727], [0.7362097501754761, 0.7796624898910522], [0.7305294871330261, 0.775967001914978], [0.0, 0.0], [0.7246478796005249, 0.7675971984863281], [0.7231121063232422, 0.7987485527992249], [0.7119854092597961, 0.7815085649490356], [0.7377578616142273, 0.8532311916351318], [0.7124508619308472, 0.8177494406700134], [0.7619017362594604, 0.899074375629425], [0.7137993574142456, 0.8445601463317871], [0.681029200553894, 0.8691210150718689], [0.6713520884513855, 0.8609936833381653], [0.7057923078536987, 0.9061801433563232], [0.6861458420753479, 0.9013001918792725], [0.692113995552063, 0.9418383240699768], [0.6579810380935669, 0.9340685606002808]]","[551, 320]",wide_crosscourt drive,"[3.243, 4.675, 0.636]","[3.851, 4.372, 0.596]","[5.019, 2.706, 0.369]",2 hit the ball
60,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.5024832487106323, 0.5538234114646912], [0.4724593162536621, 0.5969149470329285], [0.5099219083786011, 0.5962210297584534], [0.46448183059692383, 0.6493357419967651], [0.5242112278938293, 0.6486762166023254], [0.4686315953731537, 0.6729074120521545], [0.526788592338562, 0.6710259914398193], [0.48373693227767944, 0.6992809772491455], [0.5091846585273743, 0.700470507144928], [0.48519712686538696, 0.7737456560134888], [0.5125410556793213, 0.7739549279212952], [0.4828795790672302, 0.8522986769676208], [0.5107228755950928, 0.8541452288627625]]","[[0.7400027513504028, 0.7900263667106628], [0.0, 0.0], [0.7375659346580505, 0.7822394371032715], [0.0, 0.0], [0.7314294576644897, 0.7789366245269775], [0.7167214155197144, 0.7905681133270264], [0.720171332359314, 0.8100118041038513], [0.7128052711486816, 0.833400309085846], [0.7315152287483215, 0.8801389336585999], [0.7348113059997559, 0.8550939559936523], [0.7637760043144226, 0.9022483825683594], [0.6700016856193542, 0.852253794670105], [0.677980363368988, 0.8588790893554688], [0.6705188155174255, 0.886971116065979], [0.7148080468177795, 0.9036487340927124], [0.619827151298523, 0.912430465221405], [0.700141966342926, 0.9409542679786682]]","[551, 320]",wide_crosscourt drive,"[3.247, 4.675, 0.636]","[3.797, 4.42, 0.603]","[5.019, 2.706, 0.369]",2 hit the ball
61,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.4897884726524353, 0.5503445267677307], [0.5057745575904846, 0.5498122572898865], [0.47631722688674927, 0.5932466387748718], [0.5141070485115051, 0.5925477147102356], [0.46837955713272095, 0.6443939208984375], [0.530443549156189, 0.643186628818512], [0.4711712896823883, 0.669252336025238], [0.5324450135231018, 0.6677600145339966], [0.48827093839645386, 0.6957204937934875], [0.5141440033912659, 0.697041392326355], [0.4892946779727936, 0.7682711482048035], [0.5204489827156067, 0.7683685421943665], [0.48810094594955444, 0.8488227725028992], [0.5215880870819092, 0.8506686687469482]]","[[0.7397007942199707, 0.7894521355628967], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.735657274723053, 0.780045747756958], [0.710338294506073, 0.774981677532196], [0.73013836145401, 0.8120976090431213], [0.6721701622009277, 0.7909119725227356], [0.738960862159729, 0.8824031352996826], [0.6589518785476685, 0.7966686487197876], [0.7669516205787659, 0.9016320109367371], [0.6693992018699646, 0.8498234152793884], [0.6871225237846375, 0.8625504970550537], [0.6633920669555664, 0.8818413615226746], [0.7243044972419739, 0.9038569331169128], [0.6197725534439087, 0.9072173237800598], [0.7209576368331909, 0.9390597939491272]]","[551, 320]",wide_crosscourt drive,"[3.25, 4.675, 0.636]","[3.97, 4.256, 0.581]","[5.019, 2.706, 0.369]",2 hit the ball
62,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.49640092253685, 0.5479055643081665], [0.5107260942459106, 0.5480124354362488], [0.48236504197120667, 0.5899798274040222], [0.5182274580001831, 0.5905139446258545], [0.4725727140903473, 0.6434329152107239], [0.5325030088424683, 0.6431739330291748], [0.47554129362106323, 0.6785939335823059], [0.5356060266494751, 0.6778742671012878], [0.4940982460975647, 0.6922916173934937], [0.518842339515686, 0.6941512823104858], [0.49417218565940857, 0.7683870196342468], [0.5274834036827087, 0.768705427646637], [0.49069881439208984, 0.8453963398933411], [0.5289987325668335, 0.8484577536582947]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.7375489473342896, 0.7669515609741211], [0.7033036947250366, 0.7614095211029053], [0.730815589427948, 0.8075842261314392], [0.6629628539085388, 0.780895471572876], [0.7334160804748535, 0.8792456984519958], [0.6518207788467407, 0.7972079515457153], [0.7535052299499512, 0.9049973487854004], [0.6650553941726685, 0.8462129235267639], [0.6860671639442444, 0.864753782749176], [0.6625887155532837, 0.8778893351554871], [0.7154358625411987, 0.9111060500144958], [0.6259040832519531, 0.9048585891723633], [0.7100458741188049, 0.9500983357429504]]","[551, 320]",wide_crosscourt drive,"[3.292, 4.67, 0.635]","[4.067, 4.149, 0.566]","[5.019, 2.706, 0.369]",2 hit the ball
63,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.5198537111282349, 0.5491328835487366], [0.4887024462223053, 0.5888754725456238], [0.526677131652832, 0.5911989212036133], [0.47661256790161133, 0.644824206829071], [0.5366039276123047, 0.6471338272094727], [0.4833069443702698, 0.6856945753097534], [0.5380796790122986, 0.685483455657959], [0.49874863028526306, 0.695215106010437], [0.5260724425315857, 0.6974042057991028], [0.4967898428440094, 0.7691606879234314], [0.5399399399757385, 0.770244836807251], [0.4944881796836853, 0.8464126586914062], [0.5479077696800232, 0.8496142029762268]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.7330094575881958, 0.7585012912750244], [0.6932353973388672, 0.7539753317832947], [0.726311206817627, 0.7945228815078735], [0.6580037474632263, 0.7820281982421875], [0.7262715101242065, 0.858498215675354], [0.6560993790626526, 0.8036074042320251], [0.7346753478050232, 0.884367823600769], [0.6651444435119629, 0.8498848676681519], [0.691225528717041, 0.8662548661231995], [0.6656458377838135, 0.8876764178276062], [0.7156345844268799, 0.9160033464431763], [0.6353678703308105, 0.9285649061203003], [0.7147877812385559, 0.9686365723609924]]","[551, 320]",wide_crosscourt drive,"[3.321, 4.666, 0.635]","[4.006, 4.218, 0.576]","[5.019, 2.706, 0.369]",2 hit the ball
64,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.5245125889778137, 0.5556752681732178], [0.492967426776886, 0.5946329832077026], [0.5302527546882629, 0.5970935821533203], [0.48233360052108765, 0.6506236791610718], [0.5402618646621704, 0.6537656188011169], [0.49033308029174805, 0.6873025894165039], [0.543449878692627, 0.6873213052749634], [0.502488911151886, 0.6992197632789612], [0.5305700898170471, 0.7018060684204102], [0.4980390965938568, 0.7712022662162781], [0.5498864054679871, 0.7727456092834473], [0.4937625527381897, 0.8456270098686218], [0.5631376504898071, 0.849113404750824]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.7296897768974304, 0.7438179850578308], [0.6892989277839661, 0.7440149188041687], [0.724587082862854, 0.7765712141990662], [0.6590589284896851, 0.777677595615387], [0.7168439626693726, 0.8302437663078308], [0.6574504971504211, 0.8172838687896729], [0.7142394781112671, 0.8597878217697144], [0.6563547849655151, 0.8350211977958679], [0.6848692297935486, 0.8480250239372253], [0.6671761274337769, 0.8716262578964233], [0.7207649350166321, 0.8955463171005249], [0.6384785771369934, 0.9337571859359741], [0.7174802422523499, 0.9699227213859558]]","[551, 320]",wide_crosscourt drive,"[3.395, 4.649, 0.632]","[4.008, 4.216, 0.576]","[5.019, 2.706, 0.369]",2 hit the ball
65,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.52457195520401, 0.5557564496994019], [0.49301353096961975, 0.5945406556129456], [0.5302576422691345, 0.5971056818962097], [0.48232197761535645, 0.6505946516990662], [0.5402315855026245, 0.6538114547729492], [0.49021047353744507, 0.6872999668121338], [0.5433492064476013, 0.6873630285263062], [0.5024651288986206, 0.6992079615592957], [0.5305312871932983, 0.7018382549285889], [0.49798399209976196, 0.771166980266571], [0.5499201416969299, 0.7727259397506714], [0.4937204420566559, 0.8456073999404907], [0.5632654428482056, 0.8491636514663696]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.7141693234443665, 0.7306652665138245], [0.7310354113578796, 0.7448979020118713], [0.6871873140335083, 0.7453097105026245], [0.7223532795906067, 0.7683691382408142], [0.6636308431625366, 0.7906221747398376], [0.7177572846412659, 0.8236586451530457], [0.667102038860321, 0.8450630307197571], [0.7166773080825806, 0.867216169834137], [0.6582051515579224, 0.8326604962348938], [0.6860752105712891, 0.844450056552887], [0.6671141386032104, 0.8752895593643188], [0.7271488308906555, 0.8871535658836365], [0.6356807947158813, 0.9408308863639832], [0.7211407423019409, 0.9602921605110168]]","[551, 320]",wide_crosscourt drive,"[3.455, 4.63, 0.63]","[4.019, 4.205, 0.575]","[5.019, 2.706, 0.369]",2 hit the ball
66,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.5126746296882629, 0.5644063353538513], [0.5309749841690063, 0.5656545162200928], [0.4986901879310608, 0.6055259108543396], [0.5367743968963623, 0.6083046197891235], [0.48923468589782715, 0.6622679829597473], [0.5473533272743225, 0.6657323837280273], [0.49711862206459045, 0.6972410678863525], [0.5493873357772827, 0.6981217861175537], [0.5056406259536743, 0.7106688022613525], [0.5356224775314331, 0.7133010029792786], [0.49961620569229126, 0.7726159691810608], [0.5610100030899048, 0.774307906627655], [0.49239811301231384, 0.8455156683921814], [0.5780248045921326, 0.848684549331665]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.7062522768974304, 0.7120494246482849], [0.7243642807006836, 0.7320056557655334], [0.6879124641418457, 0.7306787967681885], [0.7227109670639038, 0.7687486410140991], [0.6531413793563843, 0.7558140158653259], [0.7126305103302002, 0.8257004022598267], [0.6460832357406616, 0.7815808057785034], [0.7084595561027527, 0.8377406001091003], [0.6571382880210876, 0.8285556435585022], [0.6850451231002808, 0.8436741232872009], [0.6653465032577515, 0.8681855201721191], [0.7194477319717407, 0.8959936499595642], [0.6361747980117798, 0.9294639825820923], [0.7140607237815857, 0.9680970907211304]]","[462, 115]",straight drive,"[3.456, 4.63, 0.63]","[4.045, 4.175, 0.57]","[4.503, 4.333, 0.526]",2 hit the ball
67,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.535714864730835, 0.573926568031311], [0.5065672397613525, 0.617217481136322], [0.5449031591415405, 0.6148285865783691], [0.499535471200943, 0.6757021546363831], [0.5532411336898804, 0.6791600584983826], [0.5075515508651733, 0.7033843398094177], [0.5608877539634705, 0.7172714471817017], [0.5126309394836426, 0.7197433710098267], [0.5440647602081299, 0.7206641435623169], [0.5057000517845154, 0.7848581671714783], [0.570469081401825, 0.7850765585899353], [0.49726566672325134, 0.8581905961036682], [0.5828274488449097, 0.8639654517173767]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.7057973146438599, 0.697050154209137], [0.7199881672859192, 0.7164650559425354], [0.6894934773445129, 0.7191585898399353], [0.7164303660392761, 0.7601481080055237], [0.6512502431869507, 0.7293532490730286], [0.707745373249054, 0.813718855381012], [0.641414999961853, 0.7477673888206482], [0.7038016319274902, 0.8312903642654419], [0.6591350436210632, 0.8188233375549316], [0.6809455156326294, 0.8363746404647827], [0.6638781428337097, 0.8651813268661499], [0.711577296257019, 0.898569643497467], [0.6387332677841187, 0.9279277324676514], [0.7136479020118713, 0.9736238121986389]]","[454, 95]",straight drive,"[3.515, 4.606, 0.626]","[4.006, 4.219, 0.577]","[4.569, 4.402, 0.513]",2 hit the ball
68,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.5265450477600098, 0.5800751447677612], [0.5454689264297485, 0.5814364552497864], [0.5121160745620728, 0.6241503953933716], [0.5536991953849792, 0.6259368658065796], [0.50580894947052, 0.6773627400398254], [0.565044105052948, 0.6800004839897156], [0.5168026685714722, 0.7101015448570251], [0.5669721961021423, 0.7095114588737488], [0.514994740486145, 0.7272512912750244], [0.5493869185447693, 0.7293782830238342], [0.5050621032714844, 0.7852572798728943], [0.5806196928024292, 0.7871166467666626], [0.48393940925598145, 0.8639649152755737], [0.5945677161216736, 0.8667727708816528]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6956844329833984, 0.6913853883743286], [0.7120516896247864, 0.702849268913269], [0.6799008250236511, 0.7118195295333862], [0.7088299989700317, 0.7384418249130249], [0.6437031030654907, 0.728705108165741], [0.7023466229438782, 0.7898083329200745], [0.6290069222450256, 0.7499933838844299], [0.6989902257919312, 0.8197800517082214], [0.6625388860702515, 0.8111540079116821], [0.6831126809120178, 0.8224672079086304], [0.6591701507568359, 0.861599326133728], [0.6928378939628601, 0.8826017379760742], [0.6541609168052673, 0.9152899980545044], [0.701029896736145, 0.9434770941734314]]","[456, 97]",straight drive,"[3.529, 4.598, 0.626]","[3.999, 4.227, 0.578]","[4.571, 4.39, 0.513]",2 hit the ball
69,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.5377277731895447, 0.5845861434936523], [0.5551908612251282, 0.5853506922721863], [0.5252349376678467, 0.6280423402786255], [0.5655010938644409, 0.6286303997039795], [0.5190779566764832, 0.6767049431800842], [0.5759313106536865, 0.6791070699691772], [0.5286606550216675, 0.6942914128303528], [0.5763786435127258, 0.69417405128479], [0.5259129405021667, 0.7290077805519104], [0.5591731667518616, 0.7300089597702026], [0.512242317199707, 0.7853840589523315], [0.5861434936523438, 0.7867849469184875], [0.48920565843582153, 0.8656409382820129], [0.5960379838943481, 0.8670374751091003]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6837776303291321, 0.6816253662109375], [0.0, 0.0], [0.6700860857963562, 0.703995406627655], [0.701030969619751, 0.7273901104927063], [0.6379356980323792, 0.7205670475959778], [0.6940181851387024, 0.7785137891769409], [0.6241999864578247, 0.7281201481819153], [0.6821473240852356, 0.7902460694313049], [0.657256543636322, 0.8081485033035278], [0.6800934672355652, 0.8175424337387085], [0.6502289772033691, 0.8679323792457581], [0.6870067119598389, 0.8852102756500244], [0.6475611925125122, 0.9343851804733276], [0.699397087097168, 0.9549068808555603]]","[460, 101]",straight drive,"[3.575, 4.575, 0.622]","[3.972, 4.254, 0.581]","[4.575, 4.366, 0.513]",2 hit the ball
