Frame count,Player 1 Keypoints,Player 2 Keypoints,Ball Position,Shot Type,Player 1 RL World Position,Player 2 RL World Position,Ball RL World Position,Who Hit the Ball
22,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.41452017426490784, 0.3476443886756897], [0.42799344658851624, 0.3466097116470337], [0.4086601138114929, 0.3829087018966675], [0.4357299208641052, 0.3812178373336792], [0.40301236510276794, 0.4321190416812897], [0.44695574045181274, 0.42929747700691223], [0.4006752371788025, 0.47193166613578796], [0.4442066550254822, 0.4693392813205719], [0.4157944619655609, 0.4722317159175873], [0.4351579546928406, 0.47160178422927856], [0.4143074154853821, 0.5420868396759033], [0.4403335154056549, 0.541269838809967], [0.41596871614456177, 0.6089196801185608], [0.4465412497520447, 0.6071485877037048]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6653459668159485, 0.33301129937171936], [0.6417582035064697, 0.3617886006832123], [0.66527259349823, 0.3642827272415161], [0.6397138833999634, 0.39857661724090576], [0.6769264936447144, 0.4000263512134552], [0.6563988924026489, 0.3888215720653534], [0.6916639804840088, 0.3854394257068634], [0.6427630186080933, 0.4407476782798767], [0.6596215963363647, 0.4425256848335266], [0.6403545141220093, 0.4997226297855377], [0.665517270565033, 0.5002894401550293], [0.6344347596168518, 0.5520447492599487], [0.66388338804245, 0.5556076169013977]]","[0, 0]",straight drive,"[np.float64(5.524), np.float64(1.747), np.float64(0.235)]","[np.float64(5.773), np.float64(1.29), np.float64(0.174)]","[0, 0, 0]",0 hit the ball
23,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.4143447279930115, 0.34783655405044556], [0.427865207195282, 0.34666526317596436], [0.4089547097682953, 0.3827139139175415], [0.43595296144485474, 0.38086602091789246], [0.40321484208106995, 0.4318190813064575], [0.4465392231941223, 0.4290143847465515], [0.40011072158813477, 0.4706834554672241], [0.4427827000617981, 0.4682672619819641], [0.4159817099571228, 0.4720960259437561], [0.43536344170570374, 0.471312552690506], [0.414166122674942, 0.54179847240448], [0.44026750326156616, 0.540935754776001], [0.4158760607242584, 0.6087365746498108], [0.44661468267440796, 0.6066882610321045]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6665306091308594, 0.33295363187789917], [0.6452562808990479, 0.36174118518829346], [0.6646276712417603, 0.36462855339050293], [0.6506494283676147, 0.39635786414146423], [0.6777201890945435, 0.39961305260658264], [0.0, 0.0], [0.6954423785209656, 0.38170987367630005], [0.644585132598877, 0.4420749545097351], [0.6590325832366943, 0.4440611004829407], [0.6418741941452026, 0.5005520582199097], [0.6655516624450684, 0.5012078285217285], [0.6359065771102905, 0.5517849922180176], [0.6642290353775024, 0.5557878017425537]]","[0, 0]",straight drive,"[np.float64(5.525), np.float64(1.745), np.float64(0.235)]","[np.float64(5.774), np.float64(1.29), np.float64(0.174)]","[0, 0, 0]",0 hit the ball
24,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.41428470611572266, 0.34820258617401123], [0.4277097284793854, 0.3470555245876312], [0.4091408848762512, 0.3828204274177551], [0.4358057975769043, 0.3810434937477112], [0.4037167429924011, 0.43207207322120667], [0.4458816647529602, 0.42924854159355164], [0.40003156661987305, 0.4704550802707672], [0.44118475914001465, 0.46799328923225403], [0.4160645008087158, 0.472209095954895], [0.43529215455055237, 0.4714082181453705], [0.41431674361228943, 0.5421048998832703], [0.44015973806381226, 0.5411834716796875], [0.41635432839393616, 0.6094710230827332], [0.44686588644981384, 0.6073274612426758]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.66755211353302, 0.3324368894100189], [0.6507856249809265, 0.35969430208206177], [0.6661978960037231, 0.36368608474731445], [0.6642080545425415, 0.38671204447746277], [0.6814801096916199, 0.3968574106693268], [0.6904424428939819, 0.38043391704559326], [0.7002087831497192, 0.38353365659713745], [0.6476926207542419, 0.44084638357162476], [0.6601395010948181, 0.4434703290462494], [0.6413442492485046, 0.4997790455818176], [0.6674423813819885, 0.5017526745796204], [0.6317435503005981, 0.5524329543113708], [0.6655923128128052, 0.5575515627861023]]","[0, 0]",straight drive,"[np.float64(5.525), np.float64(1.745), np.float64(0.235)]","[np.float64(5.775), np.float64(1.288), np.float64(0.174)]","[0, 0, 0]",0 hit the ball
25,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.41331425309181213, 0.3483333885669708], [0.42592114210128784, 0.34644636511802673], [0.4090084433555603, 0.38511961698532104], [0.43521809577941895, 0.38187259435653687], [0.4057440161705017, 0.43387138843536377], [0.44535309076309204, 0.4292484223842621], [0.4015914797782898, 0.4684302508831024], [0.44031620025634766, 0.4667785167694092], [0.4156837463378906, 0.4742697477340698], [0.43509921431541443, 0.47278186678886414], [0.41397055983543396, 0.5432944297790527], [0.4410824179649353, 0.5418679714202881], [0.41392630338668823, 0.6114101409912109], [0.4484747350215912, 0.6079452633857727]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.669135570526123, 0.3323056101799011], [0.6497108936309814, 0.36102819442749023], [0.6686583757400513, 0.3631710112094879], [0.6567450761795044, 0.3959662914276123], [0.6805649995803833, 0.39760246872901917], [0.0, 0.0], [0.698361873626709, 0.38108617067337036], [0.6461516618728638, 0.43856099247932434], [0.6603649854660034, 0.43949729204177856], [0.641705334186554, 0.4960295855998993], [0.6653003096580505, 0.4963219463825226], [0.6302088499069214, 0.5504679083824158], [0.6600452661514282, 0.5544269680976868]]","[0, 0]",straight drive,"[np.float64(5.525), np.float64(1.745), np.float64(0.235)]","[np.float64(5.774), np.float64(1.29), np.float64(0.174)]","[0, 0, 0]",0 hit the ball
26,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.41289347410202026, 0.34785890579223633], [0.4256555438041687, 0.3458516299724579], [0.4088818430900574, 0.38434863090515137], [0.43507280945777893, 0.3807797431945801], [0.4057764410972595, 0.43274056911468506], [0.44489508867263794, 0.4274521768093109], [0.4011766016483307, 0.46409955620765686], [0.43931180238723755, 0.46198225021362305], [0.41573143005371094, 0.4734005331993103], [0.43512973189353943, 0.4717322587966919], [0.41414493322372437, 0.5423920750617981], [0.44111472368240356, 0.5407987236976624], [0.4144259989261627, 0.6108843684196472], [0.4486890733242035, 0.607085645198822]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6700429320335388, 0.33246269822120667], [0.6512914299964905, 0.3607320189476013], [0.66960608959198, 0.362813264131546], [0.6580266356468201, 0.3941594064235687], [0.6824442744255066, 0.39590466022491455], [0.0, 0.0], [0.7010420560836792, 0.37814584374427795], [0.6465603113174438, 0.4379177987575531], [0.660332441329956, 0.43870070576667786], [0.6411409378051758, 0.494904100894928], [0.6651210188865662, 0.4951934814453125], [0.6292470693588257, 0.5488905906677246], [0.6598063707351685, 0.5527655482292175]]","[0, 0]",straight drive,"[np.float64(5.528), np.float64(1.739), np.float64(0.234)]","[np.float64(5.771), np.float64(1.295), np.float64(0.175)]","[0, 0, 0]",0 hit the ball
27,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.41247549653053284, 0.3481886684894562], [0.4257550835609436, 0.34621894359588623], [0.4081321656703949, 0.3848472535610199], [0.434804767370224, 0.3813128173351288], [0.4049924314022064, 0.43258386850357056], [0.44409623742103577, 0.4271402955055237], [0.4016297459602356, 0.46270498633384705], [0.4389868676662445, 0.4602755606174469], [0.41514626145362854, 0.4736494719982147], [0.4348229765892029, 0.4720982015132904], [0.4144352972507477, 0.5428675413131714], [0.4409458041191101, 0.5413639545440674], [0.41487082839012146, 0.6110157370567322], [0.4482892155647278, 0.6074263453483582]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6711938381195068, 0.3339594006538391], [0.6531879901885986, 0.36140599846839905], [0.6707952618598938, 0.36334019899368286], [0.6595889329910278, 0.3935324251651764], [0.6833054423332214, 0.39555060863494873], [0.6808608770370483, 0.38043323159217834], [0.7017574906349182, 0.3782446086406708], [0.6469437479972839, 0.4377198815345764], [0.6603987812995911, 0.438218891620636], [0.6406266093254089, 0.4936395287513733], [0.6653452515602112, 0.4939223825931549], [0.6277093887329102, 0.5451303720474243], [0.6599631309509277, 0.5487294793128967]]","[0, 0]",straight drive,"[np.float64(5.541), np.float64(1.714), np.float64(0.231)]","[np.float64(5.786), np.float64(1.265), np.float64(0.171)]","[0, 0, 0]",0 hit the ball
28,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.41259169578552246, 0.34896570444107056], [0.4257153570652008, 0.34714841842651367], [0.40818101167678833, 0.38560375571250916], [0.4341661334037781, 0.38243675231933594], [0.40537142753601074, 0.4337594211101532], [0.44307833909988403, 0.428982675075531], [0.4031949043273926, 0.4681490659713745], [0.43859243392944336, 0.46604326367378235], [0.4151328504085541, 0.4744304120540619], [0.43436485528945923, 0.47311317920684814], [0.4148440957069397, 0.5433963537216187], [0.4403577744960785, 0.5420857667922974], [0.4152982234954834, 0.6108235716819763], [0.4475076198577881, 0.6076176166534424]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6726768612861633, 0.3350506126880646], [0.6541771292686462, 0.3608713448047638], [0.6714217662811279, 0.36339497566223145], [0.6610013842582703, 0.3922921419143677], [0.6833701729774475, 0.39485347270965576], [0.6826542615890503, 0.3809024393558502], [0.701757550239563, 0.37861138582229614], [0.6475528478622437, 0.4365079998970032], [0.6607955098152161, 0.4373820722103119], [0.6410179138183594, 0.49255332350730896], [0.6657723188400269, 0.49306005239486694], [0.627536416053772, 0.543524444103241], [0.6599563360214233, 0.5477603673934937]]","[0, 0]",straight drive,"[np.float64(5.542), np.float64(1.712), np.float64(0.231)]","[np.float64(5.785), np.float64(1.267), np.float64(0.171)]","[0, 0, 0]",0 hit the ball
29,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.4120810627937317, 0.34787115454673767], [0.4258977770805359, 0.34609782695770264], [0.4076998233795166, 0.3842181861400604], [0.4345993995666504, 0.3814938962459564], [0.40327104926109314, 0.43358585238456726], [0.44249406456947327, 0.4304317533969879], [0.4021691679954529, 0.46991080045700073], [0.43923434615135193, 0.46682748198509216], [0.41499608755111694, 0.47436192631721497], [0.4346131682395935, 0.4731306731700897], [0.4143981337547302, 0.5436078310012817], [0.4404677748680115, 0.5424837470054626], [0.41467413306236267, 0.6115369200706482], [0.44769230484962463, 0.6090195775032043]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6737378835678101, 0.33690956234931946], [0.6550001502037048, 0.3627699613571167], [0.6721118092536926, 0.36580023169517517], [0.6613649129867554, 0.39455804228782654], [0.683874785900116, 0.39750462770462036], [0.6820998787879944, 0.3828326463699341], [0.7017301917076111, 0.3811207115650177], [0.6478824019432068, 0.4386906623840332], [0.6608949899673462, 0.4398261606693268], [0.6417105197906494, 0.49532759189605713], [0.6658730506896973, 0.4959726929664612], [0.6281241178512573, 0.5447600483894348], [0.6594350934028625, 0.5494765639305115]]","[0, 0]",straight drive,"[np.float64(5.539), np.float64(1.717), np.float64(0.231)]","[np.float64(5.78), np.float64(1.277), np.float64(0.172)]","[0, 0, 0]",0 hit the ball
30,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.41147899627685547, 0.349139541387558], [0.424998939037323, 0.347124308347702], [0.4074690341949463, 0.3859155476093292], [0.4339125156402588, 0.3827992379665375], [0.4048701822757721, 0.4346538186073303], [0.4427141547203064, 0.43059781193733215], [0.40322813391685486, 0.47201988101005554], [0.43827399611473083, 0.4702921509742737], [0.414938747882843, 0.4756126403808594], [0.43462157249450684, 0.4743604362010956], [0.413743793964386, 0.544331967830658], [0.44049230217933655, 0.5431573390960693], [0.41378897428512573, 0.611742377281189], [0.4480364918708801, 0.6085405945777893]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6736450791358948, 0.336565226316452], [0.6554039120674133, 0.36236730217933655], [0.6713328957557678, 0.36598947644233704], [0.6636187434196472, 0.39393341541290283], [0.684240460395813, 0.39757511019706726], [0.6852399110794067, 0.38037529587745667], [0.7029403448104858, 0.37883609533309937], [0.6476501226425171, 0.43962839245796204], [0.6598790287971497, 0.44117894768714905], [0.6415975689888, 0.49614813923835754], [0.6660394668579102, 0.49701258540153503], [0.627568244934082, 0.5454354286193848], [0.6593288779258728, 0.550883412361145]]","[0, 0]",straight drive,"[np.float64(5.533), np.float64(1.729), np.float64(0.233)]","[np.float64(5.779), np.float64(1.279), np.float64(0.172)]","[0, 0, 0]",0 hit the ball
31,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.4107527732849121, 0.3497832417488098], [0.42446407675743103, 0.34757304191589355], [0.4067283570766449, 0.3858530819416046], [0.4337925910949707, 0.38262948393821716], [0.4015182852745056, 0.4348548948764801], [0.44198888540267944, 0.431490421295166], [0.39971238374710083, 0.47059327363967896], [0.4387191832065582, 0.4675755798816681], [0.414898157119751, 0.4763346314430237], [0.43468326330184937, 0.47491633892059326], [0.4131663739681244, 0.544579267501831], [0.44079142808914185, 0.5433841943740845], [0.41338419914245605, 0.6118398308753967], [0.4485985338687897, 0.6088896989822388]]","[[0.6803516149520874, 0.3410013020038605], [0.0, 0.0], [0.6790595054626465, 0.33576470613479614], [0.0, 0.0], [0.6732609868049622, 0.3379831612110138], [0.6551442742347717, 0.36212286353111267], [0.6704821586608887, 0.3658880889415741], [0.6633523106575012, 0.39460933208465576], [0.6840668320655823, 0.3981674611568451], [0.6844271421432495, 0.3849696218967438], [0.7027736902236938, 0.38348355889320374], [0.6469127535820007, 0.44079145789146423], [0.6586824655532837, 0.4424712359905243], [0.6411969065666199, 0.497100293636322], [0.6655451655387878, 0.4979808032512665], [0.628300130367279, 0.5456689596176147], [0.6598032712936401, 0.5511874556541443]]","[442, 118]",straight drive,"[np.float64(5.536), np.float64(1.723), np.float64(0.232)]","[np.float64(5.783), np.float64(1.271), np.float64(0.171)]","[np.float64(5.292), np.float64(2.333), np.float64(0.313)]",0 hit the ball
32,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.4103330671787262, 0.35061734914779663], [0.42415809631347656, 0.3485487997531891], [0.4061710238456726, 0.38654249906539917], [0.4334695339202881, 0.38355523347854614], [0.40149635076522827, 0.4355217516422272], [0.4417726397514343, 0.4323047995567322], [0.40026694536209106, 0.4703003764152527], [0.4386078715324402, 0.46710312366485596], [0.4142773747444153, 0.4767553210258484], [0.43435001373291016, 0.4754256010055542], [0.41232043504714966, 0.5443421006202698], [0.4404772222042084, 0.5431641340255737], [0.41278892755508423, 0.611461341381073], [0.44888681173324585, 0.6086065173149109]]","[[0.6804482340812683, 0.34201866388320923], [0.0, 0.0], [0.6789802312850952, 0.33668678998947144], [0.0, 0.0], [0.6723867654800415, 0.33826202154159546], [0.6559498310089111, 0.3619210422039032], [0.668858528137207, 0.3657000958919525], [0.666799008846283, 0.3952309489250183], [0.6831377744674683, 0.3991175889968872], [0.6886726021766663, 0.38764625787734985], [0.702118992805481, 0.38664013147354126], [0.6470654010772705, 0.4401749074459076], [0.657353401184082, 0.4419713318347931], [0.6415280699729919, 0.49697092175483704], [0.6652705669403076, 0.4978831112384796], [0.6288079619407654, 0.5455099940299988], [0.6599549055099487, 0.5511435866355896]]","[442, 118]",straight drive,"[np.float64(5.539), np.float64(1.719), np.float64(0.232)]","[np.float64(5.784), np.float64(1.268), np.float64(0.171)]","[np.float64(5.292), np.float64(2.333), np.float64(0.313)]",0 hit the ball
33,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.41000357270240784, 0.35110968351364136], [0.4228917956352234, 0.349014014005661], [0.40501365065574646, 0.3868396282196045], [0.4324377179145813, 0.3839530050754547], [0.3968782424926758, 0.43387776613235474], [0.4405101239681244, 0.4313715696334839], [0.3936613202095032, 0.46090346574783325], [0.4371460974216461, 0.4587133228778839], [0.41397589445114136, 0.47763052582740784], [0.43386751413345337, 0.4765140414237976], [0.41099604964256287, 0.5445258021354675], [0.44043439626693726, 0.543678879737854], [0.4120050370693207, 0.6117972731590271], [0.4489223062992096, 0.6092031598091125]]","[[0.6814457178115845, 0.3413275480270386], [0.0, 0.0], [0.6800507307052612, 0.3362036347389221], [0.0, 0.0], [0.673642635345459, 0.33914607763290405], [0.6564363241195679, 0.3638438284397125], [0.6692098379135132, 0.36849701404571533], [0.6693239212036133, 0.39642372727394104], [0.6827820539474487, 0.40203115344047546], [0.693888247013092, 0.3838091492652893], [0.7025485634803772, 0.38439950346946716], [0.6470785140991211, 0.4425621032714844], [0.6573739051818848, 0.44485190510749817], [0.6424407362937927, 0.49877920746803284], [0.6660070419311523, 0.5000245571136475], [0.6291337609291077, 0.546260416507721], [0.6601864099502563, 0.5528170466423035]]","[445, 114]",straight drive,"[np.float64(5.543), np.float64(1.71), np.float64(0.23)]","[np.float64(5.783), np.float64(1.27), np.float64(0.171)]","[np.float64(5.257), np.float64(2.41), np.float64(0.323)]",0 hit the ball
34,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.40768489241600037, 0.35372602939605713], [0.0, 0.0], [0.4040501117706299, 0.3889977037906647], [0.431983083486557, 0.3857440650463104], [0.398935467004776, 0.4352918863296509], [0.44121474027633667, 0.43215852975845337], [0.3941360414028168, 0.46046337485313416], [0.4352567791938782, 0.4599873125553131], [0.41378331184387207, 0.4776277244091034], [0.4343965947628021, 0.47642505168914795], [0.4103373885154724, 0.5442185401916504], [0.44016212224960327, 0.5431613326072693], [0.4122357964515686, 0.6124658584594727], [0.449880450963974, 0.6087656021118164]]","[[0.0, 0.0], [0.0, 0.0], [0.6795775890350342, 0.33713263273239136], [0.0, 0.0], [0.673925518989563, 0.3396623432636261], [0.6548720002174377, 0.3638443350791931], [0.6687618494033813, 0.36868971586227417], [0.6660183668136597, 0.3984457552433014], [0.6805033683776855, 0.4046562910079956], [0.0, 0.0], [0.7011207342147827, 0.3881109356880188], [0.6458423137664795, 0.4430604577064514], [0.6571105122566223, 0.44561418890953064], [0.6421020030975342, 0.4980035424232483], [0.6675118207931519, 0.49945181608200073], [0.6282918453216553, 0.544954776763916], [0.662446916103363, 0.5518669486045837]]","[446, 113]",straight drive,"[np.float64(5.545), np.float64(1.706), np.float64(0.23)]","[np.float64(5.783), np.float64(1.271), np.float64(0.171)]","[np.float64(5.249), np.float64(2.43), np.float64(0.326)]",2 hit the ball
